index,family,slack_ns,datapath_delay_ns,logic_delay_ns,route_delay_ns,logic_levels,startpoint,endpoint,start_loc,end_loc,start_fanout
467,B_kernel_control_to_p4_input_mem,-0.887000,2.868000,0.474000,2.394000,"6","lfnst_grid_reg[10][8]/C","u_unified_p4_kernel/input_mem_reg[2][62][8]/D","SLICE_X103Y77","SLICE_X81Y13",""
468,B_kernel_control_to_p4_input_mem,-0.887000,2.867000,0.582000,2.285000,"6","lfnst_grid_reg[53][6]/C","u_unified_p4_kernel/input_mem_reg[2][59][6]/D","SLICE_X103Y82","SLICE_X94Y9",""
469,B_kernel_control_to_p4_input_mem,-0.887000,2.868000,0.616000,2.252000,"6","kernel_vector_q_reg[1]_rep__1_replica_1/C","u_unified_p4_kernel/input_mem_reg[3][24][11]/D","SLICE_X103Y81","SLICE_X86Y47",""
470,B_kernel_control_to_p4_input_mem,-0.887000,2.869000,0.549000,2.320000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[0][8][4]/D","SLICE_X100Y81","SLICE_X78Y20",""
471,B_kernel_control_to_p4_input_mem,-0.887000,2.868000,0.543000,2.325000,"6","lfnst_grid_reg[33][15]/C","u_unified_p4_kernel/input_mem_reg[0][62][15]/D","SLICE_X102Y78","SLICE_X87Y14",""
472,B_kernel_control_to_p4_input_mem,-0.887000,2.867000,0.513000,2.354000,"6","kernel_vector_q_reg[0]_rep__0/C","u_unified_p4_kernel/input_mem_reg[2][47][11]/D","SLICE_X101Y76","SLICE_X103Y26",""
473,B_kernel_control_to_p4_input_mem,-0.887000,2.869000,0.667000,2.202000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[1][30][1]/D","SLICE_X102Y81","SLICE_X98Y14",""
474,B_kernel_control_to_p4_input_mem,-0.887000,2.868000,0.543000,2.325000,"6","lfnst_grid_reg[33][15]/C","u_unified_p4_kernel/input_mem_reg[2][54][15]/D","SLICE_X102Y78","SLICE_X81Y14",""
475,B_kernel_control_to_p4_input_mem,-0.887000,2.868000,0.514000,2.354000,"6","lfnst_grid_reg[27][6]/C","u_unified_p4_kernel/input_mem_reg[1][8][6]/D","SLICE_X102Y88","SLICE_X79Y25",""
476,C_other_cache_read_or_response,-0.887000,2.685000,0.514000,2.171000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/data_mem_reg_704_767_14_15/RAMA/WE","SLICE_X77Y156","SLICE_X79Y140",""
477,C_other_cache_read_or_response,-0.887000,2.685000,0.514000,2.171000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/data_mem_reg_704_767_14_15/RAMB/WE","SLICE_X77Y156","SLICE_X79Y140",""
478,C_other_cache_read_or_response,-0.887000,2.685000,0.514000,2.171000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/data_mem_reg_704_767_14_15/RAMC/WE","SLICE_X77Y156","SLICE_X79Y140",""
479,C_other_cache_read_or_response,-0.887000,2.685000,0.514000,2.171000,"5","fill_slot_reg/C","gen_input_slots[1].gen_input_banks[2].u_input_cache_bank/data_mem_reg_704_767_14_15/RAMD/WE","SLICE_X77Y156","SLICE_X79Y140",""
480,B_kernel_control_to_p4_input_mem,-0.887000,2.869000,0.667000,2.202000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[1][42][1]/D","SLICE_X102Y81","SLICE_X96Y19",""
481,B_kernel_control_to_p4_input_mem,-0.887000,2.866000,0.546000,2.320000,"6","lfnst_grid_reg[20][14]/C","u_unified_p4_kernel/input_mem_reg[3][26][14]/D","SLICE_X103Y71","SLICE_X83Y13",""
482,B_kernel_control_to_p4_input_mem,-0.887000,2.868000,0.716000,2.152000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[2][35][1]/D","SLICE_X102Y81","SLICE_X108Y26",""
483,C_other_cache_kernel_or_write,-0.887000,2.868000,0.624000,2.244000,"6","u_unified_p4_kernel/fifo_rd_ptr_q_reg[1]_rep__0/C","vwrite_cmd_data_q_reg[1][0]/D","SLICE_X99Y81","SLICE_X72Y60",""
484,B_kernel_control_to_p4_input_mem,-0.886000,2.866000,0.540000,2.326000,"6","kernel_vector_q_reg[1]_rep__1_replica_1/C","u_unified_p4_kernel/input_mem_reg[3][42][9]/D","SLICE_X103Y81","SLICE_X99Y11",""
485,B_kernel_control_to_p4_input_mem,-0.886000,2.867000,0.554000,2.313000,"6","kernel_vector_q_reg[0]_rep__0/C","u_unified_p4_kernel/input_mem_reg[3][49][13]/D","SLICE_X101Y76","SLICE_X106Y38",""
486,B_kernel_control_to_p4_input_mem,-0.886000,2.868000,0.726000,2.142000,"6","lfnst_grid_reg[33][15]/C","u_unified_p4_kernel/input_mem_reg[2][52][15]/D","SLICE_X102Y78","SLICE_X82Y47",""
487,B_kernel_control_to_p4_input_mem,-0.886000,2.869000,0.549000,2.320000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[1][24][4]/D","SLICE_X100Y81","SLICE_X75Y21",""
488,B_kernel_control_to_p4_input_mem,-0.885000,2.867000,0.365000,2.502000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[3][55][2]/D","SLICE_X100Y81","SLICE_X108Y28",""
489,B_kernel_control_to_p4_input_mem,-0.885000,2.868000,0.667000,2.201000,"6","lfnst_grid_reg[30][1]/C","u_unified_p4_kernel/input_mem_reg[0][58][1]/D","SLICE_X102Y81","SLICE_X81Y15",""
490,B_kernel_control_to_p4_input_mem,-0.885000,2.868000,0.572000,2.296000,"6","lfnst_grid_reg[26][3]/C","u_unified_p4_kernel/input_mem_reg[0][27][3]/D","SLICE_X102Y79","SLICE_X107Y24",""
491,B_kernel_control_to_p4_input_mem,-0.885000,2.867000,0.524000,2.343000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[3][5][10]/D","SLICE_X87Y62","SLICE_X103Y34",""
492,B_kernel_control_to_p4_input_mem,-0.885000,2.864000,0.496000,2.368000,"6","kernel_vector_q_reg[1]_rep__1_replica_1/C","u_unified_p4_kernel/input_mem_reg[3][27][9]/D","SLICE_X103Y81","SLICE_X85Y15",""
493,B_kernel_control_to_p4_input_mem,-0.885000,2.864000,0.616000,2.248000,"6","kernel_vector_q_reg[1]_rep__1_replica_1/C","u_unified_p4_kernel/input_mem_reg[2][8][11]/D","SLICE_X103Y81","SLICE_X83Y45",""
494,B_kernel_control_to_p4_input_mem,-0.885000,2.782000,0.529000,2.253000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[2][31][10]/CE","SLICE_X87Y62","SLICE_X103Y21",""
495,B_kernel_control_to_p4_input_mem,-0.885000,2.782000,0.529000,2.253000,"5","kernel_phase_q_reg[3]/C","u_unified_p4_kernel/input_mem_reg[2][31][12]/CE","SLICE_X87Y62","SLICE_X103Y21",""
496,B_kernel_control_to_p4_input_mem,-0.884000,2.866000,0.601000,2.265000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[3][7][4]/D","SLICE_X100Y81","SLICE_X105Y21",""
497,B_kernel_control_to_p4_input_mem,-0.884000,2.864000,0.474000,2.390000,"6","lfnst_grid_reg[10][8]/C","u_unified_p4_kernel/input_mem_reg[3][50][8]/D","SLICE_X103Y77","SLICE_X83Y12",""
498,B_kernel_control_to_p4_input_mem,-0.884000,2.867000,0.562000,2.305000,"6","kernel_vector_q_reg[1]_rep__2/C","u_unified_p4_kernel/input_mem_reg[2][22][4]/D","SLICE_X100Y81","SLICE_X98Y9",""
499,B_kernel_control_to_p4_input_mem,-0.884000,2.864000,0.546000,2.318000,"6","lfnst_grid_reg[20][14]/C","u_unified_p4_kernel/input_mem_reg[1][50][14]/D","SLICE_X103Y71","SLICE_X85Y17",""
