"site","site_type","tile","tile_x","tile_y","clock_region","legal_ff_bel_count","legal_lut_bel_count","occupied_cell_count","occupied_ff_count","occupied_lut_count","occupied_control_sets","occupied_cells"
"SLICE_X60Y95","SLICEL","CLEL_R_X39Y95","222","149","X2Y1","16","16","9","3","6","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__19_n_0|u_dut/u_unified_p4_kernel/s0_input_q[54][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][55][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][55][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;"
"SLICE_X61Y95","SLICEM","CLEM_X40Y95","225","149","X2Y1","16","16","10","4","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__21_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__19_n_0|u_dut/u_unified_p4_kernel/s0_input_q[52][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][55][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X62Y95","SLICEM","CLEM_X41Y95","229","149","X2Y1","16","16","11","5","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][35][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][55][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][35][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;"
"SLICE_X63Y95","SLICEL","CLEL_R_X41Y95","231","149","X2Y1","16","16","20","12","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s6_valid_q|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][55][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][55][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;;;"
"SLICE_X64Y95","SLICEL","CLEL_L_X42Y95","232","149","X2Y1","16","16","9","5","3","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][35][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][35][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][35][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;"
"SLICE_X65Y95","SLICEL","CLEL_R_X42Y95","234","149","X2Y1","16","16","17","6","11","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__23_n_0|u_dut/u_unified_p4_kernel/s0_input_q[33][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/shifted_valid_q|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][35][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X66Y95","SLICEM","CLEM_X43Y95","237","149","X2Y1","16","16","8","0","0","",";;;;;;;"
"SLICE_X67Y95","SLICEM","CLEM_X44Y95","241","149","X2Y1","16","16","8","0","0","",";;;;;;;"
"SLICE_X68Y95","SLICEL","CLEL_R_X44Y95","243","149","X2Y1","16","16","13","6","7","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__19_n_0|u_dut/u_unified_p4_kernel/s0_input_q[38][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][39][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][39][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;"
"SLICE_X69Y95","SLICEL","CLEL_L_X45Y95","244","149","X2Y1","16","16","12","4","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][55][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][39][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][39][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;"
"SLICE_X70Y95","SLICEL","CLEL_R_X45Y95","246","149","X2Y1","16","16","7","2","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_emit_c|u_dut/u_unified_p4_kernel/rst_n",";;;;;;"
"SLICE_X71Y95","SLICEM","CLEM_X46Y95","249","149","X2Y1","16","16","7","2","1","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_emit_c|u_dut/u_unified_p4_kernel/rst_n;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][55][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;"
"SLICE_X72Y95","SLICEL","CLEL_R_X46Y95","251","149","X2Y1","16","16","9","4","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_14|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_emit_c|u_dut/u_unified_p4_kernel/rst_n",";;;;;;;;"
"SLICE_X73Y95","SLICEL","CLEL_R_X47Y95","255","149","X2Y1","16","16","18","9","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_10|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X74Y95","SLICEM","CLEM_X48Y95","258","149","X2Y1","16","16","12","6","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_11|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][39][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;"
"SLICE_X75Y95","SLICEM","CLEM_X49Y95","262","149","X2Y1","16","16","10","3","7","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__8_n_0|u_dut/u_unified_p4_kernel/s0_input_q[55][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][55][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X76Y95","SLICEL","CLEL_R_X49Y95","264","149","X2Y1","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s3_valid_q|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X77Y95","SLICEL","CLEL_L_X50Y95","265","149","X2Y1","16","16","11","3","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep_n_0|u_dut/u_unified_p4_kernel/s0_input_q[36][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][39][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;"
"SLICE_X78Y95","SLICEL","CLEL_R_X50Y95","267","149","X2Y1","16","16","9","3","6","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][43][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][43][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__8_n_0|u_dut/u_unified_p4_kernel/s0_input_q[40][15]_i_1_n_0",";;;;;;;;"
"SLICE_X79Y95","SLICEM","CLEM_X51Y95","270","149","X2Y1","16","16","9","2","7","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][55][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][39][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;"
"SLICE_X80Y95","SLICEL","CLEL_R_X52Y95","276","149","X2Y1","16","16","11","6","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__8_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][39][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;"
"SLICE_X81Y95","SLICEM","CLEM_X53Y95","279","149","X2Y1","16","16","10","3","7","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__8_n_0|u_dut/u_unified_p4_kernel/s0_input_q[39][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][39][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][39][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X82Y95","SLICEM","CLEM_X54Y95","283","149","X2Y1","16","16","6","0","6","",";;;;;"
"SLICE_X83Y95","SLICEL","CLEL_R_X54Y95","285","149","X2Y1","16","16","8","1","7","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__8_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;"
"SLICE_X84Y95","SLICEL","CLEL_L_X55Y95","286","149","X2Y1","16","16","10","10","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][3][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__5_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X85Y95","SLICEL","CLEL_R_X55Y95","288","149","X2Y1","16","16","7","7","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__8_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][11][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;"
"SLICE_X86Y95","SLICEM","CLEM_X56Y95","291","149","X2Y1","16","16","0","0","0","",""
"SLICE_X87Y95","SLICEL","CLEL_R_X56Y95","293","149","X2Y1","16","16","1","1","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",""
"SLICE_X88Y95","SLICEL","CLEL_R_X57Y95","297","149","X2Y1","16","16","10","8","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/<const1>|u_dut/u_unified_p4_kernel/rst_n",";;;;;;;;;"
"SLICE_X89Y95","SLICEM","CLEM_X58Y95","300","149","X2Y1","16","16","4","3","1","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__3_n_0|u_dut/u_unified_p4_kernel/s0_input_q[22][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;"
"SLICE_X90Y95","SLICEM","CLEM_X59Y95","304","149","X3Y1","16","16","11","7","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__3_n_0|u_dut/u_unified_p4_kernel/s0_input_q[21][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__3_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;"
"SLICE_X91Y95","SLICEL","CLEL_R_X59Y95","306","149","X3Y1","16","16","14","11","3","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__3_n_0|u_dut/u_unified_p4_kernel/s0_input_q[18][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][19][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][19][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;"
"SLICE_X92Y95","SLICEM","CLEM_X60Y95","309","149","X3Y1","16","16","19","10","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_4|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][19][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][19][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;;"
"SLICE_X93Y95","SLICEM","CLEM_X61Y95","313","149","X3Y1","16","16","9","7","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__3_n_0|u_dut/u_unified_p4_kernel/s0_input_q[19][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][19][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][19][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;"
"SLICE_X94Y95","SLICEL","CLEL_R_X61Y95","315","149","X3Y1","16","16","10","8","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__3_n_0|u_dut/u_unified_p4_kernel/s0_input_q[23][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X95Y95","SLICEM","CLEM_X62Y95","318","149","X3Y1","16","16","12","9","3","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__3_n_0|u_dut/u_unified_p4_kernel/s0_input_q[17][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][19][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][19][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;"
"SLICE_X96Y95","SLICEM","CLEM_X63Y95","322","149","X3Y1","16","16","8","7","1","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__3_n_0|u_dut/u_unified_p4_kernel/s0_input_q[22][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;"
"SLICE_X97Y95","SLICEL","CLEL_R_X63Y95","324","149","X3Y1","16","16","10","8","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__3_n_0|u_dut/u_unified_p4_kernel/s0_input_q[23][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][23][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X98Y95","SLICEM","CLEM_X64Y95","327","149","X3Y1","16","16","4","4","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][19][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][19][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;"
"SLICE_X99Y95","SLICEL","CLEL_R_X64Y95","329","149","X3Y1","16","16","0","0","0","",""
"SLICE_X100Y95","SLICEL","CLEL_R_X65Y95","333","149","X3Y1","16","16","0","0","0","",""
"SLICE_X101Y95","SLICEM","CLEM_X66Y95","336","149","X3Y1","16","16","0","0","0","",""
"SLICE_X102Y95","SLICEL","CLEL_R_X67Y95","347","149","X3Y1","16","16","0","0","0","",""
"SLICE_X103Y95","SLICEM","CLEM_R_X68Y95","348","149","X3Y1","16","16","0","0","0","",""
"SLICE_X104Y95","SLICEL","CLEL_R_X68Y95","350","149","X3Y1","16","16","0","0","0","",""
"SLICE_X105Y95","SLICEL","CLEL_R_X69Y95","354","149","X3Y1","16","16","0","0","0","",""
"SLICE_X106Y95","SLICEM","CLEM_R_X70Y95","357","149","X3Y1","16","16","0","0","0","",""
"SLICE_X107Y95","SLICEM","CLEM_R_X71Y95","361","149","X3Y1","16","16","0","0","0","",""
"SLICE_X108Y95","SLICEL","CLEL_R_X71Y95","363","149","X3Y1","16","16","0","0","0","",""
"SLICE_X109Y95","SLICEM","CLEM_R_X72Y95","366","149","X3Y1","16","16","0","0","0","",""
"SLICE_X110Y95","SLICEM","CLEM_R_X73Y95","370","149","X3Y1","16","16","0","0","0","",""
"SLICE_X111Y95","SLICEL","CLEL_R_X73Y95","372","149","X3Y1","16","16","0","0","0","",""
"SLICE_X112Y95","SLICEM","CLEM_R_X74Y95","375","149","X3Y1","16","16","0","0","0","",""
"SLICE_X40Y94","SLICEL","CLEL_L_X26Y94","162","150","X1Y1","16","16","0","0","0","",""
"SLICE_X41Y94","SLICEL","CLEL_R_X26Y94","164","150","X1Y1","16","16","0","0","0","",""
"SLICE_X42Y94","SLICEM","CLEM_X27Y94","167","150","X1Y1","16","16","0","0","0","",""
"SLICE_X43Y94","SLICEL","CLEL_R_X28Y94","174","150","X1Y1","16","16","0","0","0","",""
"SLICE_X44Y94","SLICEM","CLEM_X29Y94","177","150","X1Y1","16","16","0","0","0","",""
"SLICE_X45Y94","SLICEL","CLEL_R_X29Y94","179","150","X1Y1","16","16","0","0","0","",""
"SLICE_X46Y94","SLICEL","CLEL_L_X30Y94","180","150","X1Y1","16","16","0","0","0","",""
"SLICE_X47Y94","SLICEL","CLEL_R_X30Y94","182","150","X1Y1","16","16","0","0","0","",""
"SLICE_X48Y94","SLICEL","CLEL_R_X31Y94","186","150","X1Y1","16","16","0","0","0","",""
"SLICE_X49Y94","SLICEM","CLEM_X32Y94","189","150","X1Y1","16","16","5","4","0","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_24|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__2_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;"
"SLICE_X50Y94","SLICEM","CLEM_X33Y94","193","150","X1Y1","16","16","6","2","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__21_n_0|u_dut/u_unified_p4_kernel/s0_input_q[49][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__2_n_0|u_dut/u_unified_p4_kernel/s0_input_q[50][15]_i_1_n_0",";;;;;"
"SLICE_X51Y94","SLICEL","CLEL_R_X33Y94","195","150","X1Y1","16","16","16","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__21_n_0|u_dut/u_unified_p4_kernel/s0_input_q[49][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__2_n_0|u_dut/u_unified_p4_kernel/s0_input_q[48][15]_i_1_n_0",";;;;;;;;;;;;;;;"
"SLICE_X52Y94","SLICEM","CLEM_X34Y94","198","150","X1Y1","16","16","10","5","4","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][55][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][43][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;"
"SLICE_X53Y94","SLICEM","CLEM_X35Y94","202","150","X1Y1","16","16","13","6","6","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][51][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][51][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][51][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;"
"SLICE_X54Y94","SLICEL","CLEL_R_X35Y94","204","150","X1Y1","16","16","17","8","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s2_valid_q_repN_2|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;"
"SLICE_X55Y94","SLICEM","CLEM_X36Y94","207","150","X1Y1","16","16","18","9","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s3_valid_q_repN_2|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__21_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;"
"SLICE_X56Y94","SLICEM","CLEM_X37Y94","211","150","X2Y1","16","16","25","16","8","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/s1_valid_q_repN_21|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][51][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][51][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;;;;;;;;"
"SLICE_X57Y94","SLICEL","CLEL_R_X37Y94","213","150","X2Y1","16","16","21","16","5","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[3][51][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[2][51][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[1][51][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][51][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;;;;;;;;;"
"SLICE_X58Y94","SLICEM","CLEM_X38Y94","216","150","X2Y1","16","16","13","7","2","u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__19_n_0|u_dut/u_unified_p4_kernel/<const0>;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/issue_desc_valid_q_reg_rep__2_n_0|u_dut/u_unified_p4_kernel/s0_input_q[50][15]_i_1_n_0;u_dut/u_unified_p4_kernel/clk|u_dut/u_unified_p4_kernel/input_mem[0][51][15]_i_1_n_0|u_dut/u_unified_p4_kernel/<const0>",";;;;;;;;;;;;"
